player_id,name,Date,Home Tm,Away Tm,W,L,G,GS,SV,IP,H,R,ER,HR,BB,SO,game_ERA,game_WHIP
687847,Marc Church,2025-03-31,Cincinnati Reds,Texas Rangers,0,0,1,0,0,1.1,0,0,0,0,2,2,0.0,1.5
642520,Gerson Garabito,2025-03-31,Cincinnati Reds,Texas Rangers,0,0,1,0,0,2.2,7,8,4,1,0,3,13.5,2.62
677958,Kumar Rocker,2025-03-31,Cincinnati Reds,Texas Rangers,0,1,1,1,0,3.0,7,6,6,2,2,3,18.0,3.0
543135,Nathan Eovaldi,2025-04-01,Cincinnati Reds,Texas Rangers,1,0,1,1,0,9.0,4,0,0,0,0,8,0.0,0.44
676395,Robert Garcia,2025-04-02,Cincinnati Reds,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,2,0.0,0.0
592426,Luke Jackson,2025-04-02,Cincinnati Reds,Texas Rangers,0,0,1,0,1,1.0,1,0,0,0,0,1,0.0,1.0
683004,Jack Leiter,2025-04-02,Cincinnati Reds,Texas Rangers,1,0,1,1,0,5.0,1,0,0,0,0,6,0.0,0.2
455119,Chris Martin,2025-04-02,Cincinnati Reds,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
657097,Jacob Webb,2025-04-02,Cincinnati Reds,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,0,0.0,0.0
542888,Shawn Armstrong,2025-04-04,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,1.1,3,2,2,0,0,2,13.5,2.25
676395,Robert Garcia,2025-04-04,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
592426,Luke Jackson,2025-04-04,Texas Rangers,Tampa Bay Rays,0,0,1,0,1,1.0,0,0,0,0,0,2,0.0,0.0
641816,Tyler Mahle,2025-04-04,Texas Rangers,Tampa Bay Rays,1,0,1,1,0,5.0,1,0,0,0,2,5,0.0,0.6
455119,Chris Martin,2025-04-04,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,0.2,1,0,0,0,0,1,0.0,1.5
676395,Robert Garcia,2025-04-05,Texas Rangers,Tampa Bay Rays,1,0,1,0,0,0.1,0,0,0,0,0,0,0.0,0.0
592426,Luke Jackson,2025-04-05,Texas Rangers,Tampa Bay Rays,0,0,1,0,1,1.0,1,0,0,0,0,0,0.0,1.0
455119,Chris Martin,2025-04-05,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
657097,Jacob Webb,2025-04-05,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
594798,Jacob deGrom,2025-04-05,Texas Rangers,Tampa Bay Rays,0,0,1,1,0,5.2,8,4,4,2,0,3,6.35,1.41
687847,Marc Church,2025-04-06,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,1.0,1,2,2,0,1,1,18.0,2.0
571948,Hoby Milner,2025-04-06,Texas Rangers,Tampa Bay Rays,0,0,1,0,0,2.0,0,0,0,0,0,2,0.0,0.0
677958,Kumar Rocker,2025-04-06,Texas Rangers,Tampa Bay Rays,0,0,1,1,0,5.0,6,1,1,0,0,1,1.8,1.2
657097,Jacob Webb,2025-04-06,Texas Rangers,Tampa Bay Rays,1,0,1,0,0,1.0,0,0,0,0,1,2,0.0,1.0
543135,Nathan Eovaldi,2025-04-07,Chicago Cubs,Texas Rangers,0,1,1,1,0,4.2,4,3,3,0,2,4,5.79,1.29
642520,Gerson Garabito,2025-04-07,Chicago Cubs,Texas Rangers,0,0,1,0,0,3.1,6,4,4,0,1,3,10.8,2.1
542888,Shawn Armstrong,2025-04-08,Chicago Cubs,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,1,1,0.0,1.0
687847,Marc Church,2025-04-08,Chicago Cubs,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,2,1,0.0,3.0
571578,Patrick Corbin,2025-04-08,Chicago Cubs,Texas Rangers,0,0,1,1,0,4.0,5,3,3,1,2,0,6.75,1.75
455119,Chris Martin,2025-04-08,Chicago Cubs,Texas Rangers,0,1,1,0,0,0.2,1,4,0,0,1,2,0.0,3.0
571948,Hoby Milner,2025-04-08,Chicago Cubs,Texas Rangers,0,0,1,0,0,0.1,1,0,0,0,0,0,0.0,3.0
657097,Jacob Webb,2025-04-08,Chicago Cubs,Texas Rangers,0,0,1,0,0,1.0,4,3,3,0,0,1,27.0,4.0
676395,Robert Garcia,2025-04-09,Chicago Cubs,Texas Rangers,0,0,1,0,0,1.1,1,1,1,0,0,1,6.75,0.75
592426,Luke Jackson,2025-04-09,Chicago Cubs,Texas Rangers,0,0,1,0,0,0.2,1,0,0,0,0,0,0.0,1.5
641816,Tyler Mahle,2025-04-09,Chicago Cubs,Texas Rangers,1,0,1,1,0,7.0,2,1,1,0,1,4,1.29,0.43
687847,Marc Church,2025-04-11,Seattle Mariners,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
455119,Chris Martin,2025-04-11,Seattle Mariners,Texas Rangers,0,1,1,0,0,1.1,2,2,2,1,0,1,13.5,1.5
571948,Hoby Milner,2025-04-11,Seattle Mariners,Texas Rangers,0,0,1,0,0,1.2,0,0,0,0,0,2,0.0,0.0
594798,Jacob deGrom,2025-04-11,Seattle Mariners,Texas Rangers,0,0,1,1,0,4.0,3,3,3,2,4,4,6.75,1.75
542888,Shawn Armstrong,2025-04-12,Seattle Mariners,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,2,0.0,1.0
676961,Caleb Boushley,2025-04-12,Seattle Mariners,Texas Rangers,0,0,1,0,0,3.2,5,5,5,1,2,3,12.27,1.91
677958,Kumar Rocker,2025-04-12,Seattle Mariners,Texas Rangers,0,1,1,1,0,3.1,5,4,3,0,2,2,8.1,2.1
543135,Nathan Eovaldi,2025-04-13,Seattle Mariners,Texas Rangers,0,1,1,1,0,5.0,5,3,2,1,0,3,3.6,1.0
676395,Robert Garcia,2025-04-13,Seattle Mariners,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
571948,Hoby Milner,2025-04-13,Seattle Mariners,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,2,0.0,0.0
657097,Jacob Webb,2025-04-13,Seattle Mariners,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
676395,Robert Garcia,2025-04-15,Texas Rangers,Los Angeles Angels,0,0,1,0,0,0.2,1,0,0,0,0,0,0.0,1.5
592426,Luke Jackson,2025-04-15,Texas Rangers,Los Angeles Angels,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
641816,Tyler Mahle,2025-04-15,Texas Rangers,Los Angeles Angels,1,0,1,1,0,6.0,3,0,0,0,2,9,0.0,0.83
455119,Chris Martin,2025-04-15,Texas Rangers,Los Angeles Angels,0,0,1,0,0,0.1,0,0,0,0,0,0,0.0,0.0
657097,Jacob Webb,2025-04-15,Texas Rangers,Los Angeles Angels,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
542888,Shawn Armstrong,2025-04-16,Texas Rangers,Los Angeles Angels,0,0,1,0,0,1.1,1,0,0,0,0,2,0.0,0.75
571578,Patrick Corbin,2025-04-16,Texas Rangers,Los Angeles Angels,1,0,1,1,0,5.1,5,1,1,0,1,6,1.69,1.12
592426,Luke Jackson,2025-04-16,Texas Rangers,Los Angeles Angels,0,0,1,0,1,1.0,0,0,0,0,0,0,0.0,0.0
657097,Jacob Webb,2025-04-16,Texas Rangers,Los Angeles Angels,0,0,1,0,0,1.1,0,0,0,0,0,1,0.0,0.0
676395,Robert Garcia,2025-04-17,Texas Rangers,Los Angeles Angels,0,0,1,0,1,1.0,0,0,0,0,0,1,0.0,0.0
455119,Chris Martin,2025-04-17,Texas Rangers,Los Angeles Angels,0,0,1,0,0,1.0,0,0,0,0,0,2,0.0,0.0
677958,Kumar Rocker,2025-04-17,Texas Rangers,Los Angeles Angels,1,0,1,1,0,7.0,5,3,3,0,0,8,3.86,0.71
542888,Shawn Armstrong,2025-04-18,Texas Rangers,Los Angeles Dodgers,0,0,1,0,0,0.2,1,0,0,0,1,0,0.0,3.0
571948,Hoby Milner,2025-04-18,Texas Rangers,Los Angeles Dodgers,0,0,1,0,0,1.1,1,2,2,0,1,1,13.5,1.5
594798,Jacob deGrom,2025-04-18,Texas Rangers,Los Angeles Dodgers,0,1,1,1,0,7.0,3,1,1,1,1,7,1.29,0.57
543135,Nathan Eovaldi,2025-04-19,Texas Rangers,Los Angeles Dodgers,0,0,1,1,0,6.0,5,3,2,1,0,7,3.0,0.83
676395,Robert Garcia,2025-04-19,Texas Rangers,Los Angeles Dodgers,0,0,1,0,0,1.0,1,0,0,0,1,2,0.0,2.0
657097,Jacob Webb,2025-04-19,Texas Rangers,Los Angeles Dodgers,1,0,1,0,0,2.0,0,0,0,0,0,1,0.0,0.0
641816,Tyler Mahle,2025-04-20,Texas Rangers,Los Angeles Dodgers,0,0,1,1,0,7.0,2,0,0,0,3,4,0.0,0.71
455119,Chris Martin,2025-04-20,Texas Rangers,Los Angeles Dodgers,0,1,1,0,0,1.0,1,1,1,0,1,0,9.0,2.0
571948,Hoby Milner,2025-04-20,Texas Rangers,Los Angeles Dodgers,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
542888,Shawn Armstrong,2025-04-22,Athletics,Texas Rangers,0,0,1,0,0,0.2,0,0,0,0,1,1,0.0,1.5
571578,Patrick Corbin,2025-04-22,Athletics,Texas Rangers,1,0,1,1,0,5.0,7,2,2,2,2,4,3.6,1.8
676395,Robert Garcia,2025-04-22,Athletics,Texas Rangers,0,0,1,0,0,0.1,0,0,0,0,0,0,0.0,0.0
592426,Luke Jackson,2025-04-22,Athletics,Texas Rangers,0,0,1,0,1,1.0,0,0,0,0,0,0,0.0,0.0
571948,Hoby Milner,2025-04-22,Athletics,Texas Rangers,0,0,1,0,0,1.0,2,1,1,0,1,1,9.0,3.0
657097,Jacob Webb,2025-04-22,Athletics,Texas Rangers,0,0,1,0,0,1.0,2,2,2,2,0,0,18.0,2.0
676961,Caleb Boushley,2025-04-23,Athletics,Texas Rangers,0,0,1,0,0,2.0,1,0,0,0,0,3,0.0,0.5
656641,Jacob Latz,2025-04-23,Athletics,Texas Rangers,0,0,1,0,0,4.1,2,0,0,0,3,2,0.0,1.15
677958,Kumar Rocker,2025-04-23,Athletics,Texas Rangers,0,1,1,1,0,1.2,7,5,5,1,1,2,27.0,4.8
676395,Robert Garcia,2025-04-24,Athletics,Texas Rangers,0,0,1,0,0,0.2,1,0,0,0,0,0,0.0,1.5
592426,Luke Jackson,2025-04-24,Athletics,Texas Rangers,0,1,1,0,0,1.0,2,2,1,0,1,1,9.0,3.0
455119,Chris Martin,2025-04-24,Athletics,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
571948,Hoby Milner,2025-04-24,Athletics,Texas Rangers,0,0,1,0,0,0.2,0,0,0,0,1,2,0.0,1.5
594798,Jacob deGrom,2025-04-24,Athletics,Texas Rangers,0,0,1,1,0,5.1,6,2,2,0,0,6,3.38,1.12
543135,Nathan Eovaldi,2025-04-25,San Francisco Giants,Texas Rangers,1,0,1,1,0,6.0,3,0,0,0,1,7,0.0,0.67
676395,Robert Garcia,2025-04-25,San Francisco Giants,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,3,0.0,0.0
592426,Luke Jackson,2025-04-25,San Francisco Giants,Texas Rangers,0,0,1,0,1,0.2,0,0,0,0,0,1,0.0,0.0
455119,Chris Martin,2025-04-25,San Francisco Giants,Texas Rangers,0,0,1,0,0,1.1,1,0,0,0,0,2,0.0,0.75
542888,Shawn Armstrong,2025-04-26,San Francisco Giants,Texas Rangers,0,0,1,0,0,1.2,1,0,0,0,0,2,0.0,0.6
656641,Jacob Latz,2025-04-26,San Francisco Giants,Texas Rangers,0,0,1,0,0,0.0,1,0,0,0,0,0,,
641816,Tyler Mahle,2025-04-26,San Francisco Giants,Texas Rangers,0,0,1,1,0,5.0,8,2,2,0,1,1,3.6,1.8
571948,Hoby Milner,2025-04-26,San Francisco Giants,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
657097,Jacob Webb,2025-04-26,San Francisco Giants,Texas Rangers,0,1,1,0,0,0.2,1,1,1,0,2,0,13.5,4.5
676961,Caleb Boushley,2025-04-27,San Francisco Giants,Texas Rangers,0,0,1,0,0,2.0,0,0,0,0,0,0,0.0,0.0
676395,Robert Garcia,2025-04-27,San Francisco Giants,Texas Rangers,0,0,1,0,0,0.2,1,0,0,0,0,0,0.0,1.5
592426,Luke Jackson,2025-04-27,San Francisco Giants,Texas Rangers,0,1,1,0,0,0.0,1,1,0,0,0,0,,
656641,Jacob Latz,2025-04-27,San Francisco Giants,Texas Rangers,0,0,1,0,0,1.1,1,0,0,0,0,0,0.0,0.75
683004,Jack Leiter,2025-04-27,San Francisco Giants,Texas Rangers,0,0,1,1,0,3.1,2,2,2,0,4,3,5.4,1.8
455119,Chris Martin,2025-04-27,San Francisco Giants,Texas Rangers,0,0,1,0,0,0.2,0,0,0,0,0,1,0.0,0.0
542888,Shawn Armstrong,2025-04-28,Texas Rangers,Athletics,0,0,1,0,0,2.0,0,0,0,0,2,1,0.0,1.0
571578,Patrick Corbin,2025-04-28,Texas Rangers,Athletics,0,1,1,1,0,4.2,7,2,2,0,1,5,3.86,1.71
571948,Hoby Milner,2025-04-28,Texas Rangers,Athletics,0,0,1,0,0,1.0,1,0,0,0,1,0,0.0,2.0
657097,Jacob Webb,2025-04-28,Texas Rangers,Athletics,0,0,1,0,0,1.1,0,0,0,0,0,2,0.0,0.0
641540,Dane Dunning,2025-04-29,Texas Rangers,Athletics,0,0,1,0,1,3.0,4,2,2,1,2,3,6.0,2.0
594798,Jacob deGrom,2025-04-29,Texas Rangers,Athletics,1,0,1,1,0,6.0,4,0,0,0,0,7,0.0,0.67
542888,Shawn Armstrong,2025-04-30,Texas Rangers,Athletics,0,0,1,0,0,0.2,1,1,1,1,0,1,13.5,1.5
543135,Nathan Eovaldi,2025-04-30,Texas Rangers,Athletics,0,0,1,1,0,6.0,6,1,1,0,0,8,1.5,1.0
676395,Robert Garcia,2025-04-30,Texas Rangers,Athletics,0,1,1,0,0,0.2,1,1,1,0,0,0,13.5,1.5
592426,Luke Jackson,2025-04-30,Texas Rangers,Athletics,0,0,1,0,0,0.1,2,4,4,1,2,1,108.0,12.0
455119,Chris Martin,2025-04-30,Texas Rangers,Athletics,0,0,1,0,0,1.1,1,0,0,0,0,0,0.0,0.75
542888,Shawn Armstrong,2025-05-01,Texas Rangers,Athletics,0,0,1,0,0,1.0,1,1,1,0,2,0,9.0,3.0
656641,Jacob Latz,2025-05-01,Texas Rangers,Athletics,0,0,1,0,0,1.0,0,0,0,0,1,2,0.0,1.0
641816,Tyler Mahle,2025-05-01,Texas Rangers,Athletics,0,1,1,1,0,6.0,5,1,1,0,1,6,1.5,1.0
571948,Hoby Milner,2025-05-01,Texas Rangers,Athletics,0,0,1,0,0,0.2,1,0,0,0,0,1,0.0,1.5
657097,Jacob Webb,2025-05-01,Texas Rangers,Athletics,0,0,1,0,0,0.1,1,1,1,0,1,0,27.0,6.0
676961,Caleb Boushley,2025-05-02,Texas Rangers,Seattle Mariners,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
656641,Jacob Latz,2025-05-02,Texas Rangers,Seattle Mariners,0,0,1,0,0,1.2,4,4,4,1,1,0,21.6,3.0
683004,Jack Leiter,2025-05-02,Texas Rangers,Seattle Mariners,0,1,1,1,0,4.1,8,6,6,2,2,2,12.46,2.31
571578,Patrick Corbin,2025-05-03,Texas Rangers,Seattle Mariners,0,0,1,1,0,5.2,5,1,1,1,2,2,1.59,1.24
676395,Robert Garcia,2025-05-03,Texas Rangers,Seattle Mariners,0,0,1,0,0,1.1,2,0,0,0,0,0,0.0,1.5
455119,Chris Martin,2025-05-03,Texas Rangers,Seattle Mariners,0,1,1,0,0,1.0,2,1,1,0,0,0,9.0,2.0
571948,Hoby Milner,2025-05-03,Texas Rangers,Seattle Mariners,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
592426,Luke Jackson,2025-05-04,Texas Rangers,Seattle Mariners,0,0,1,0,0,1.0,0,0,0,0,0,2,0.0,0.0
571948,Hoby Milner,2025-05-04,Texas Rangers,Seattle Mariners,0,0,1,0,0,1.0,0,0,0,0,1,0,0.0,1.0
657097,Jacob Webb,2025-05-04,Texas Rangers,Seattle Mariners,0,0,1,0,0,2.0,1,0,0,0,0,0,0.0,0.5
594798,Jacob deGrom,2025-05-04,Texas Rangers,Seattle Mariners,1,0,1,1,0,5.0,3,1,1,0,2,3,1.8,1.0
542888,Shawn Armstrong,2025-05-06,Boston Red Sox,Texas Rangers,0,0,1,0,0,1.1,0,0,0,0,0,1,0.0,0.0
543135,Nathan Eovaldi,2025-05-06,Boston Red Sox,Texas Rangers,1,0,1,1,0,6.0,5,1,1,0,1,7,1.5,1.0
676395,Robert Garcia,2025-05-06,Boston Red Sox,Texas Rangers,0,0,1,0,0,0.2,0,0,0,0,0,2,0.0,0.0
455119,Chris Martin,2025-05-06,Boston Red Sox,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,2,0.0,1.0
676961,Caleb Boushley,2025-05-07,Boston Red Sox,Texas Rangers,0,0,1,0,0,1.0,1,1,1,1,0,1,9.0,1.0
676395,Robert Garcia,2025-05-07,Boston Red Sox,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,0,0.0,1.0
641816,Tyler Mahle,2025-05-07,Boston Red Sox,Texas Rangers,0,0,1,1,0,5.0,4,2,2,2,1,0,3.6,1.0
571948,Hoby Milner,2025-05-07,Boston Red Sox,Texas Rangers,0,0,1,0,0,0.1,3,1,1,0,0,0,27.0,9.0
657097,Jacob Webb,2025-05-07,Boston Red Sox,Texas Rangers,0,1,1,0,0,0.2,2,2,2,0,0,0,27.0,3.0
656641,Jacob Latz,2025-05-08,Boston Red Sox,Texas Rangers,0,0,1,0,0,2.2,3,1,1,1,0,4,3.38,1.12
683004,Jack Leiter,2025-05-08,Boston Red Sox,Texas Rangers,0,1,1,1,0,5.1,3,4,4,0,4,3,6.75,1.31
571578,Patrick Corbin,2025-05-09,Detroit Tigers,Texas Rangers,0,1,1,1,0,7.0,3,2,2,0,4,3,2.57,1.0
657097,Jacob Webb,2025-05-09,Detroit Tigers,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,1,2,0.0,1.0
542888,Shawn Armstrong,2025-05-10,Detroit Tigers,Texas Rangers,0,0,1,0,0,1.1,1,1,1,0,0,0,6.75,0.75
592426,Luke Jackson,2025-05-10,Detroit Tigers,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,2,1,0.0,2.0
571948,Hoby Milner,2025-05-10,Detroit Tigers,Texas Rangers,0,0,1,0,0,1.2,1,0,0,0,0,2,0.0,0.6
594798,Jacob deGrom,2025-05-10,Detroit Tigers,Texas Rangers,1,0,1,1,0,5.0,5,2,2,2,1,10,3.6,1.2
543135,Nathan Eovaldi,2025-05-11,Detroit Tigers,Texas Rangers,1,0,1,1,0,7.0,2,0,0,0,1,7,0.0,0.43
676395,Robert Garcia,2025-05-11,Detroit Tigers,Texas Rangers,0,0,1,0,0,0.2,0,0,0,0,0,0,0.0,0.0
656641,Jacob Latz,2025-05-11,Detroit Tigers,Texas Rangers,0,0,1,0,0,0.1,2,1,1,0,1,1,27.0,9.0
455119,Chris Martin,2025-05-11,Detroit Tigers,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,2,0.0,0.0
676395,Robert Garcia,2025-05-12,Texas Rangers,Colorado Rockies,0,0,1,0,0,0.2,0,0,0,0,1,1,0.0,1.5
592426,Luke Jackson,2025-05-12,Texas Rangers,Colorado Rockies,0,0,1,0,0,0.0,1,0,0,0,0,0,,
641816,Tyler Mahle,2025-05-12,Texas Rangers,Colorado Rockies,1,0,1,1,0,6.1,4,1,1,0,1,5,1.42,0.79
455119,Chris Martin,2025-05-12,Texas Rangers,Colorado Rockies,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
657097,Jacob Webb,2025-05-12,Texas Rangers,Colorado Rockies,0,0,1,0,1,1.0,1,0,0,0,1,0,0.0,2.0
542888,Shawn Armstrong,2025-05-13,Texas Rangers,Colorado Rockies,0,0,1,0,1,1.0,0,0,0,0,0,3,0.0,0.0
683004,Jack Leiter,2025-05-13,Texas Rangers,Colorado Rockies,1,0,1,1,0,6.0,2,1,1,0,3,5,1.5,0.83
455119,Chris Martin,2025-05-13,Texas Rangers,Colorado Rockies,0,0,1,0,0,0.0,1,0,0,0,0,0,,
571948,Hoby Milner,2025-05-13,Texas Rangers,Colorado Rockies,0,0,1,0,0,2.0,2,0,0,0,0,0,0.0,1.0
676961,Caleb Boushley,2025-05-14,Texas Rangers,Colorado Rockies,0,0,1,0,0,2.1,3,0,0,0,1,4,0.0,1.71
571578,Patrick Corbin,2025-05-14,Texas Rangers,Colorado Rockies,1,0,1,1,0,6.0,4,3,3,2,1,9,4.5,0.83
676395,Robert Garcia,2025-05-14,Texas Rangers,Colorado Rockies,0,0,1,0,0,0.2,0,0,0,0,0,1,0.0,0.0
542888,Shawn Armstrong,2025-05-15,Texas Rangers,Houston Astros,0,0,1,0,1,1.0,0,0,0,0,1,0,0.0,1.0
594798,Jacob deGrom,2025-05-15,Texas Rangers,Houston Astros,1,0,1,1,0,8.0,5,0,0,0,1,7,0.0,0.75
542888,Shawn Armstrong,2025-05-16,Texas Rangers,Houston Astros,0,1,1,0,0,0.0,2,4,4,1,2,0,,
543135,Nathan Eovaldi,2025-05-16,Texas Rangers,Houston Astros,0,0,1,1,0,5.2,2,0,0,0,3,5,0.0,0.88
571948,Hoby Milner,2025-05-16,Texas Rangers,Houston Astros,0,0,1,0,0,1.0,2,2,2,0,0,0,18.0,2.0
668390,Cole Winn,2025-05-16,Texas Rangers,Houston Astros,0,0,1,0,0,2.1,3,0,0,0,0,1,0.0,1.29
676395,Robert Garcia,2025-05-17,Texas Rangers,Houston Astros,0,0,1,0,0,1.0,0,0,0,0,0,0,0.0,0.0
641816,Tyler Mahle,2025-05-17,Texas Rangers,Houston Astros,1,0,1,1,0,6.0,5,1,1,0,2,3,1.5,1.17
455119,Chris Martin,2025-05-17,Texas Rangers,Houston Astros,0,0,1,0,0,1.0,0,0,0,0,0,0,0.0,0.0
657097,Jacob Webb,2025-05-17,Texas Rangers,Houston Astros,0,0,1,0,0,1.0,0,0,0,0,2,2,0.0,2.0
676395,Robert Garcia,2025-05-18,Texas Rangers,Houston Astros,0,1,1,0,0,1.0,1,1,1,1,1,0,9.0,2.0
592426,Luke Jackson,2025-05-18,Texas Rangers,Houston Astros,0,0,1,0,0,1.0,0,0,0,0,1,1,0.0,1.0
683004,Jack Leiter,2025-05-18,Texas Rangers,Houston Astros,0,0,1,1,0,7.0,3,3,3,1,2,4,3.86,0.71
455119,Chris Martin,2025-05-18,Texas Rangers,Houston Astros,0,0,1,0,0,0.0,0,0,0,0,0,0,,
676961,Caleb Boushley,2025-05-20,New York Yankees,Texas Rangers,0,0,1,0,0,2.0,3,2,2,1,1,2,9.0,2.0
571578,Patrick Corbin,2025-05-20,New York Yankees,Texas Rangers,0,1,1,1,0,5.0,5,3,3,1,2,3,5.4,1.4
657097,Jacob Webb,2025-05-20,New York Yankees,Texas Rangers,0,0,1,0,0,1.0,1,0,0,0,0,1,0.0,1.0
676395,Robert Garcia,2025-05-21,New York Yankees,Texas Rangers,0,0,1,0,0,0.2,0,1,1,0,2,1,13.5,3.0
592426,Luke Jackson,2025-05-21,New York Yankees,Texas Rangers,0,1,1,0,0,0.2,2,1,1,1,0,0,13.5,3.0
594798,Jacob deGrom,2025-05-21,New York Yankees,Texas Rangers,0,0,1,1,0,7.0,3,2,2,1,1,9,2.57,0.57
542888,Shawn Armstrong,2025-05-22,New York Yankees,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,1,0.0,0.0
543135,Nathan Eovaldi,2025-05-22,New York Yankees,Texas Rangers,0,1,1,1,0,6.0,5,1,1,1,1,6,1.5,1.0
571948,Hoby Milner,2025-05-22,New York Yankees,Texas Rangers,0,0,1,0,0,1.0,0,0,0,0,0,0,0.0,0.0
676961,Caleb Boushley,2025-05-23,Chicago White Sox,Texas Rangers,0,0,1,0,0,1.0,3,1,0,0,0,1,0.0,3.0
