pitcher,player_name,game_date,Pitches_thrown,Avg_Velo,Max_Velo,Avg_Spin,EV_allowed,Barrel_allowed,Hard_Hit_allowed,Total_BIP,xBA_against,xwOBA_against,Whiff,Swing,K,BB,Outs,V_Break,H_Break,Release_Extension,IP_float,Whiff_pct,Hard_Hit_allowed_pct
676395,Robert Garcia,2025-04-02,16,88.362,94.5,2144.0,73.25,0,0,4,0.045,0.015,4,8,2,0,3,2.4,0.45,6.58,1.0,50.0,0.0
676395,Robert Garcia,2025-04-04,12,88.308,94.4,2256.83,85.775,0,1,4,0.506,0.306,2,6,1,0,2,2.54,0.17,6.59,0.67,33.3,25.0
676395,Robert Garcia,2025-04-05,6,86.167,90.5,2302.67,81.3,0,0,2,0.21,0.235,0,2,0,0,1,2.6,-0.18,6.52,0.33,0.0,0.0
676395,Robert Garcia,2025-04-09,20,89.26,93.7,1929.8,79.344,0,0,9,0.33,0.252,1,10,1,0,4,2.25,0.98,6.4,1.33,10.0,0.0
676395,Robert Garcia,2025-04-13,21,89.795,95.7,2034.38,79.629,0,1,7,0.304,0.214,6,15,1,0,3,2.45,0.63,6.36,1.0,40.0,14.3
676395,Robert Garcia,2025-04-15,8,90.512,94.2,1951.62,75.417,0,0,6,0.428,0.402,1,7,0,0,2,2.15,1.32,6.32,0.67,14.3,0.0
676395,Robert Garcia,2025-04-17,5,87.16,89.2,1986.8,79.9,0,1,2,0.224,0.136,1,3,1,0,3,2.98,0.49,6.3,1.0,33.3,50.0
676395,Robert Garcia,2025-04-19,16,89.344,94.9,2154.44,88.033,1,1,3,0.531,0.393,1,4,2,1,2,2.33,0.42,6.46,0.67,25.0,33.3
676395,Robert Garcia,2025-04-22,2,92.55,92.6,2160.5,107.4,1,1,1,0.648,1.107,0,1,0,0,1,1.8,0.8,6.25,0.33,0.0,100.0
676395,Robert Garcia,2025-04-24,10,90.36,95.7,2127.2,83.06,1,1,5,0.589,0.695,0,7,0,0,2,2.38,0.74,6.43,0.67,0.0,20.0
676395,Robert Garcia,2025-04-25,15,90.32,95.4,2283.4,69.0,0,0,3,,0.0,1,4,3,0,3,2.13,0.2,6.57,1.0,25.0,0.0
676395,Robert Garcia,2025-04-27,10,89.88,95.1,2047.8,74.667,0,0,3,0.398,0.389,0,4,0,0,2,2.18,0.63,6.6,0.67,0.0,0.0
676395,Robert Garcia,2025-04-30,10,90.2,95.0,2227.8,88.7,0,1,4,0.264,0.279,0,4,0,0,2,2.23,0.46,6.39,0.67,0.0,25.0
676395,Robert Garcia,2025-05-03,12,88.133,94.9,1994.75,89.971,0,3,7,0.2,0.186,0,7,0,0,3,2.66,0.75,6.47,1.0,0.0,42.9
676395,Robert Garcia,2025-05-06,8,92.3,95.1,2352.62,69.9,0,0,2,,0.0,1,3,2,0,2,1.8,0.65,6.54,0.67,33.3,0.0
676395,Robert Garcia,2025-05-07,10,92.05,96.0,2148.5,85.233,0,1,6,0.352,0.335,1,7,0,0,3,1.85,0.72,6.39,1.0,14.3,16.7
676395,Robert Garcia,2025-05-11,5,87.06,89.8,1933.0,83.867,0,0,3,0.43,0.336,0,3,0,0,2,2.79,0.73,6.3,0.67,0.0,0.0
676395,Robert Garcia,2025-05-12,14,90.443,95.6,2037.71,87.2,0,0,1,0.008,0.233,2,3,1,1,2,2.25,0.59,6.48,0.67,66.7,0.0
676395,Robert Garcia,2025-05-14,6,91.167,95.6,2218.67,82.05,0,0,2,0.438,0.198,1,3,1,0,2,2.13,0.6,6.38,0.67,33.3,0.0
676395,Robert Garcia,2025-05-17,14,88.929,94.3,2047.79,84.433,0,0,3,0.066,0.073,0,4,0,0,3,2.45,0.57,6.31,1.0,0.0,0.0
676395,Robert Garcia,2025-05-18,14,87.986,93.8,2123.79,86.35,0,1,4,0.218,0.361,0,4,0,1,3,2.62,0.29,6.43,1.0,0.0,25.0
676395,Robert Garcia,2025-05-21,17,89.782,94.9,2202.24,82.733,0,1,3,0.051,0.368,1,4,1,2,2,2.26,0.51,6.46,0.67,25.0,33.3
676395,Robert Garcia,2025-05-25,11,89.782,95.3,2204.55,94.92,0,2,5,0.201,0.221,1,7,1,0,2,2.47,0.35,6.55,0.67,14.3,40.0
676395,Robert Garcia,2025-05-27,15,91.2,95.8,2005.27,80.883,0,0,6,0.131,0.041,3,9,2,0,3,2.33,0.85,6.47,1.0,33.3,0.0
676395,Robert Garcia,2025-05-28,17,90.524,94.6,2103.65,77.7,0,1,5,0.454,0.208,5,10,2,0,3,2.12,0.77,6.49,1.0,50.0,20.0
676395,Robert Garcia,2025-06-05,26,90.896,96.1,2078.35,87.382,0,4,11,0.223,0.274,1,13,0,1,2,2.05,0.57,6.44,0.67,7.7,36.4
676395,Robert Garcia,2025-06-08,20,90.83,94.7,2119.6,86.42,0,3,10,0.381,0.243,4,14,2,0,4,2.06,0.84,6.53,1.33,28.6,30.0
676395,Robert Garcia,2025-06-13,23,91.417,95.9,2204.09,86.9,0,2,5,0.399,0.423,6,11,1,2,3,2.02,0.66,6.68,1.0,54.5,40.0
676395,Robert Garcia,2025-06-14,5,91.78,94.8,2044.6,82.85,1,1,2,0.586,0.534,1,3,1,0,1,2.01,1.09,6.58,0.33,33.3,50.0
676395,Robert Garcia,2025-06-19,12,90.6,95.2,2215.0,91.4,1,1,3,0.434,0.635,2,5,1,0,3,2.19,0.94,6.58,1.0,40.0,33.3
676395,Robert Garcia,2025-06-20,10,90.87,96.3,2174.4,91.825,0,2,4,0.259,0.241,0,5,0,0,3,2.18,0.58,6.49,1.0,0.0,50.0
676395,Robert Garcia,2025-06-24,9,91.478,96.0,1921.0,68.025,0,0,4,0.01,0.006,1,5,1,0,3,2.34,0.94,6.33,1.0,20.0,0.0
676395,Robert Garcia,2025-06-27,15,90.22,94.2,,79.1,0,0,6,0.096,0.059,3,9,1,0,3,2.17,0.54,6.57,1.0,33.3,0.0
676395,Robert Garcia,2025-06-28,10,89.92,95.1,2145.8,89.48,0,2,5,0.553,0.521,1,6,0,0,2,2.39,0.53,6.55,0.67,16.7,40.0
676395,Robert Garcia,2025-06-30,16,90.325,94.8,2349.88,81.46,1,2,5,0.587,0.526,1,7,2,0,3,2.17,0.52,6.42,1.0,14.3,40.0
676395,Robert Garcia,2025-07-04,13,90.0,96.6,2125.0,71.967,0,0,3,0.837,0.39,3,6,2,0,2,2.44,0.58,6.62,0.67,50.0,0.0
676395,Robert Garcia,2025-07-05,25,91.732,96.4,2114.64,70.6,0,0,7,0.556,0.344,4,12,2,1,2,2.09,0.81,6.39,0.67,33.3,0.0
676395,Robert Garcia,2025-07-11,13,91.531,95.4,2079.38,90.25,0,0,2,0.094,0.07,4,6,1,0,3,2.21,1.05,6.58,1.0,66.7,0.0
676395,Robert Garcia,2025-07-12,19,92.742,95.7,2122.42,57.033,0,0,3,0.58,0.477,3,6,1,2,3,1.79,1.08,6.63,1.0,50.0,0.0
676395,Robert Garcia,2025-07-18,10,91.22,96.4,2192.3,82.15,0,1,4,0.398,0.191,2,6,2,0,3,2.17,0.66,6.36,1.0,33.3,25.0
676395,Robert Garcia,2025-07-22,28,92.396,95.9,2201.82,76.44,0,0,10,0.248,0.276,4,14,1,1,3,1.88,0.78,6.52,1.0,28.6,0.0
676395,Robert Garcia,2025-07-23,12,91.95,96.6,2265.5,78.35,0,0,2,0.374,0.172,5,7,2,0,3,1.78,0.61,6.39,1.0,71.4,0.0
676395,Robert Garcia,2025-07-25,12,92.492,95.5,2194.08,73.267,0,0,3,0.13,0.058,2,5,1,0,2,1.79,0.85,6.36,0.67,40.0,0.0
676395,Robert Garcia,2025-07-30,10,92.63,96.1,2075.2,86.567,0,1,3,0.01,0.004,3,6,2,0,3,1.9,1.02,6.52,1.0,50.0,33.3
676395,Robert Garcia,2025-08-01,5,93.38,95.3,2332.8,88.867,1,2,3,0.74,0.997,0,3,0,0,0,1.69,0.68,6.42,0.0,0.0,66.7
676395,Robert Garcia,2025-08-02,17,90.876,95.2,2116.76,100.3,1,2,3,0.702,0.763,4,7,1,0,2,2.24,0.53,6.41,0.67,57.1,66.7
676395,Robert Garcia,2025-08-06,14,91.193,96.6,2082.64,71.175,1,1,8,0.391,0.525,2,10,1,0,2,2.28,0.98,6.41,0.67,20.0,12.5
676395,Robert Garcia,2025-08-08,29,90.938,96.5,2093.34,78.5,0,1,5,0.346,0.297,3,10,3,2,4,2.2,0.69,6.41,1.33,30.0,20.0
676395,Robert Garcia,2025-08-10,9,90.167,95.5,2074.0,73.5,0,1,3,0.327,0.246,2,6,1,0,3,2.33,0.64,6.63,1.0,33.3,33.3
676395,Robert Garcia,2025-08-12,18,90.233,97.2,2078.72,69.717,0,1,6,0.054,0.06,3,10,1,0,4,2.45,0.62,6.41,1.33,30.0,16.7
676395,Robert Garcia,2025-08-15,11,92.236,96.4,2085.82,87.8,1,2,5,0.486,0.662,0,5,0,0,1,2.0,0.8,6.59,0.33,0.0,40.0
676395,Robert Garcia,2025-08-18,18,91.822,96.2,2262.33,88.04,0,1,5,0.428,0.369,0,5,1,1,2,1.98,0.54,6.57,0.67,0.0,20.0
676395,Robert Garcia,2025-08-21,10,91.85,96.2,2129.5,82.78,0,0,5,0.488,0.423,2,7,1,1,3,1.92,0.76,6.37,1.0,28.6,0.0
676395,Robert Garcia,2025-08-22,14,93.193,96.3,2166.36,83.46,1,1,5,0.241,0.287,3,8,1,0,3,1.8,0.86,6.56,1.0,37.5,20.0
676395,Robert Garcia,2025-08-25,10,93.97,96.1,2217.6,73.775,0,1,4,0.184,0.103,3,7,2,0,3,1.56,0.77,6.42,1.0,42.9,25.0
676395,Robert Garcia,2025-08-30,15,93.253,96.3,2099.73,85.986,0,1,7,0.205,0.161,4,11,1,0,3,2.01,1.09,6.34,1.0,36.4,14.3
676395,Robert Garcia,2025-09-03,27,92.007,96.4,2177.67,73.4,0,0,11,0.09,0.052,1,13,2,0,5,1.89,0.71,6.41,1.67,7.7,0.0
676395,Robert Garcia,2025-09-05,7,92.443,95.3,1953.86,81.46,0,2,5,0.144,0.132,0,5,0,0,3,1.95,1.18,6.5,1.0,0.0,40.0
676395,Robert Garcia,2025-09-07,6,92.917,96.5,2054.17,101.3,0,3,3,0.475,0.497,1,4,0,0,2,1.76,1.22,6.47,0.67,25.0,100.0
676395,Robert Garcia,2025-09-09,17,92.4,96.1,2320.71,88.7,0,2,6,0.427,0.4,0,6,0,0,3,1.93,0.48,6.44,1.0,0.0,33.3
676395,Robert Garcia,2025-09-10,12,90.217,95.5,2139.75,83.54,0,1,5,0.321,0.228,1,6,1,0,3,2.19,0.73,6.37,1.0,16.7,20.0
676395,Robert Garcia,2025-09-12,16,91.206,95.6,2170.75,82.814,0,1,7,0.456,0.34,1,9,1,0,3,2.09,0.66,6.65,1.0,11.1,14.3
676395,Robert Garcia,2025-09-14,7,90.971,95.4,2390.86,74.5,0,0,2,0.05,0.035,0,2,1,0,3,2.1,0.34,7.17,1.0,0.0,0.0
676395,Robert Garcia,2025-09-17,12,91.525,96.1,2079.08,81.025,1,1,4,0.369,0.46,4,8,1,0,3,2.25,1.05,6.62,1.0,50.0,25.0
676395,Robert Garcia,2025-09-19,14,91.793,96.0,2122.43,84.7,0,2,4,0.524,0.478,2,6,1,0,1,2.17,1.0,6.48,0.33,33.3,50.0
676395,Robert Garcia,2025-09-21,9,90.344,95.1,2028.78,92.433,0,1,3,0.212,0.255,1,4,1,0,4,2.18,1.1,6.37,1.33,25.0,33.3
676395,Robert Garcia,2025-09-24,14,90.686,94.7,2224.57,90.367,0,2,6,0.155,0.12,0,6,1,0,5,2.2,0.75,6.41,1.67,0.0,33.3
676395,Robert Garcia,2025-09-27,23,90.352,95.9,2037.52,76.66,0,0,10,0.156,0.379,0,11,0,1,2,2.46,0.6,6.72,0.67,0.0,0.0
676961,Caleb Boushley,2025-04-12,55,88.567,93.0,2200.18,84.319,1,6,16,0.356,0.385,5,21,3,2,9,2.01,0.6,5.92,3.0,23.8,37.5
676961,Caleb Boushley,2025-04-23,41,88.059,93.5,2236.32,77.236,1,2,11,0.22,0.171,5,17,3,0,6,2.29,0.48,5.92,2.0,29.4,18.2
676961,Caleb Boushley,2025-04-27,24,86.908,93.1,2228.96,83.78,0,1,5,0.177,0.267,2,7,0,0,5,2.5,0.24,5.87,1.67,28.6,20.0
676961,Caleb Boushley,2025-05-02,19,89.705,93.3,2302.74,81.986,0,2,7,0.243,0.169,1,10,1,0,3,2.0,0.38,5.83,1.0,10.0,28.6
676961,Caleb Boushley,2025-05-07,18,89.95,92.9,2261.72,72.022,1,1,9,0.396,0.495,1,11,1,0,3,1.9,0.36,5.94,1.0,9.1,11.1
676961,Caleb Boushley,2025-05-14,49,88.582,93.9,2273.55,84.173,0,4,11,0.62,0.379,10,21,4,1,7,2.26,0.4,5.88,2.33,47.6,36.4
676961,Caleb Boushley,2025-05-20,34,86.726,92.5,2207.03,84.731,1,6,13,0.463,0.445,1,14,2,1,6,2.46,0.75,5.88,2.0,7.1,46.2
676961,Caleb Boushley,2025-05-23,21,87.733,93.0,2244.24,90.957,0,3,7,0.425,0.332,1,8,1,0,2,2.28,0.68,6.11,0.67,12.5,42.9
676961,Caleb Boushley,2025-05-24,36,88.106,93.4,2287.67,83.138,2,5,16,0.391,0.393,1,17,2,0,6,2.29,0.73,6.28,2.0,5.9,31.2
676961,Caleb Boushley,2025-05-30,37,88.703,93.7,2393.43,83.262,0,3,13,0.333,0.254,4,19,4,0,9,2.38,0.44,5.96,3.0,21.1,23.1
676961,Caleb Boushley,2025-06-10,7,90.1,92.8,2298.57,90.825,1,2,4,0.49,0.648,0,4,0,0,2,2.05,0.31,5.89,0.67,0.0,50.0
676961,Caleb Boushley,2025-06-11,16,89.519,93.5,2276.38,72.643,0,0,7,0.333,0.246,0,7,1,0,3,2.11,0.73,6.04,1.0,0.0,0.0
676961,Caleb Boushley,2025-06-14,17,89.347,93.2,2287.82,93.5,0,2,3,0.496,0.138,5,8,3,0,3,2.1,0.47,5.88,1.0,62.5,66.7
676961,Caleb Boushley,2025-06-17,36,88.014,93.5,2326.19,88.182,0,4,11,0.319,0.268,4,15,3,0,10,2.5,0.46,5.88,3.33,26.7,36.4
676961,Caleb Boushley,2025-06-22,72,87.967,94.3,2338.11,85.377,4,11,31,0.371,0.416,4,36,1,1,11,2.47,0.34,6.03,3.67,11.1,35.5
676961,Caleb Boushley,2025-07-20,24,87.375,93.9,2279.08,83.514,0,2,7,0.227,0.242,1,8,2,1,4,2.38,0.48,5.8,1.33,12.5,28.6
676961,Caleb Boushley,2025-07-25,16,90.319,94.1,2417.31,89.85,1,2,4,0.545,0.698,0,4,0,2,1,2.02,0.54,5.95,0.33,0.0,50.0
676961,Caleb Boushley,2025-07-27,22,89.155,93.3,2295.86,84.35,0,2,6,0.439,0.394,1,7,1,1,5,2.12,0.65,5.78,1.67,14.3,33.3
676961,Caleb Boushley,2025-07-29,28,88.261,93.2,2252.18,77.0,0,0,9,0.156,0.284,1,10,1,1,5,2.23,0.61,5.9,1.67,10.0,0.0
676961,Caleb Boushley,2025-08-18,11,85.127,93.0,2306.0,55.9,0,0,1,0.062,0.019,2,3,2,0,3,2.76,0.29,5.75,1.0,66.7,0.0
676961,Caleb Boushley,2025-08-20,68,87.896,93.0,2260.28,88.495,3,7,19,0.441,0.515,4,23,0,2,7,2.11,0.52,5.89,2.33,17.4,36.8
676961,Caleb Boushley,2025-08-27,12,90.192,93.4,2391.67,88.26,1,2,5,0.441,0.495,1,6,0,0,2,1.92,0.41,5.72,0.67,16.7,40.0
676961,Caleb Boushley,2025-08-31,20,90.15,93.8,2367.95,87.85,0,3,8,0.614,0.466,2,10,1,0,1,2.04,0.48,5.84,0.33,20.0,37.5
676961,Caleb Boushley,2025-09-02,20,90.425,94.3,2369.6,89.1,0,2,4,0.692,0.322,0,5,2,0,3,2.0,0.6,5.9,1.0,0.0,50.0
676961,Caleb Boushley,2025-09-06,39,88.831,94.6,2397.18,78.94,0,3,15,0.569,0.443,3,18,2,1,3,2.28,0.38,5.87,1.0,16.7,20.0
677649,Ezequiel Duran,2025-03-31,6,41.55,43.9,930.5,78.967,0,0,3,0.442,0.427,0,3,0,0,3,12.17,-0.51,4.12,1.0,0.0,0.0
677649,Ezequiel Duran,2025-06-12,7,45.814,49.0,1014.86,81.033,0,0,3,0.056,0.058,0,3,0,0,3,9.54,0.07,5.37,1.0,0.0,0.0
677649,Ezequiel Duran,2025-07-08,9,38.956,42.6,860.89,70.92,0,0,5,0.218,0.22,0,5,0,0,3,14.23,0.17,4.8,1.0,0.0,0.0
677649,Ezequiel Duran,2025-09-06,3,39.233,40.2,893.67,69.0,0,0,1,0.119,0.111,0,1,0,0,1,14.13,-0.21,5.03,0.33,0.0,0.0
677958,Kumar Rocker,2025-03-31,74,89.535,97.2,2076.64,89.333,2,9,21,0.496,0.526,8,32,3,2,9,2.44,0.55,6.96,3.0,25.0,42.9
677958,Kumar Rocker,2025-04-06,77,91.129,97.6,2151.71,80.923,0,7,31,0.286,0.268,4,40,1,0,14,2.57,0.78,7.01,4.67,10.0,22.6
677958,Kumar Rocker,2025-04-12,68,88.916,96.3,2141.96,92.59,3,10,20,0.376,0.452,4,26,2,2,9,2.83,0.75,6.92,3.0,15.4,50.0
677958,Kumar Rocker,2025-04-17,78,88.619,96.5,2162.73,88.593,2,8,27,0.3,0.245,14,44,8,0,21,2.69,0.42,7.2,7.0,31.8,29.6
677958,Kumar Rocker,2025-04-23,63,89.273,96.6,2083.32,86.159,2,7,29,0.498,0.496,5,35,2,1,5,2.58,0.44,7.15,1.67,14.3,24.1
677958,Kumar Rocker,2025-06-04,66,94.383,99.1,2269.02,87.037,3,7,19,0.528,0.522,13,34,5,2,10,1.89,0.48,6.73,3.33,38.2,36.8
677958,Kumar Rocker,2025-06-15,82,90.983,97.9,2213.45,83.781,0,5,27,0.301,0.222,7,37,6,1,15,2.53,0.46,6.75,5.0,18.9,18.5
677958,Kumar Rocker,2025-06-21,89,90.462,97.5,2161.91,84.57,0,11,30,0.35,0.325,10,43,4,3,15,2.51,0.25,6.85,5.0,23.3,36.7
677958,Kumar Rocker,2025-06-28,97,90.769,97.5,2160.15,82.757,1,6,37,0.341,0.335,8,49,6,1,17,2.44,0.43,6.66,5.67,16.3,16.2
677958,Kumar Rocker,2025-07-04,84,92.071,97.8,2152.42,83.983,4,10,30,0.314,0.404,9,41,4,2,15,2.12,0.7,6.75,5.0,22.0,33.3
677958,Kumar Rocker,2025-07-09,67,91.488,97.3,2126.42,88.096,4,10,24,0.317,0.422,8,33,2,1,13,2.34,0.49,6.7,4.33,24.2,41.7
677958,Kumar Rocker,2025-07-19,96,91.418,97.3,2175.84,79.922,0,5,32,0.254,0.259,10,46,5,3,19,2.31,0.47,6.63,6.33,21.7,15.6
677958,Kumar Rocker,2025-07-26,95,91.231,96.8,2158.19,80.537,2,6,30,0.35,0.332,9,43,5,3,11,2.42,0.62,6.68,3.67,20.9,20.0
677958,Kumar Rocker,2025-07-31,91,91.887,97.5,2157.49,89.748,1,12,31,0.417,0.427,10,49,3,2,14,2.19,0.68,6.67,4.67,20.4,38.7
681168,Luis Curvelo,2025-07-31,20,91.32,97.2,2248.65,74.817,0,0,6,0.305,0.162,4,10,3,0,6,1.96,0.77,6.44,2.0,40.0,0.0
681168,Luis Curvelo,2025-08-02,17,88.247,96.9,2236.88,70.25,0,0,6,0.194,0.146,2,8,1,0,4,2.33,0.54,6.38,1.33,25.0,0.0
681168,Luis Curvelo,2025-08-04,12,88.675,96.5,2313.25,84.0,0,0,3,0.024,0.19,0,3,0,1,3,2.48,0.37,6.66,1.0,0.0,0.0
681168,Luis Curvelo,2025-08-08,44,89.716,97.3,2220.7,90.873,1,7,15,0.456,0.465,3,20,2,2,6,2.23,0.59,6.71,2.0,15.0,46.7
681168,Luis Curvelo,2025-08-13,13,91.054,96.5,2276.77,85.025,0,1,4,0.138,0.094,1,5,1,0,3,2.02,0.68,6.89,1.0,20.0,25.0
681168,Luis Curvelo,2025-08-16,15,90.64,97.1,2277.0,78.875,1,2,8,0.407,0.485,2,10,0,0,4,2.18,0.34,6.65,1.33,20.0,25.0
681168,Luis Curvelo,2025-08-18,25,93.268,96.9,2285.36,82.3,0,2,10,0.107,0.191,1,11,1,1,4,1.82,0.97,6.82,1.33,9.1,20.0
681168,Luis Curvelo,2025-08-21,39,92.487,97.3,2344.82,84.471,0,3,7,0.281,0.324,3,12,3,3,4,1.9,0.75,6.78,1.33,25.0,42.9
681168,Luis Curvelo,2025-08-23,6,92.217,96.9,2311.5,91.3,0,1,3,0.024,0.036,1,4,0,0,3,1.92,0.72,6.45,1.0,25.0,33.3
681168,Luis Curvelo,2025-08-25,21,90.481,96.1,2313.33,85.54,0,2,5,0.305,0.313,1,6,1,1,3,2.15,0.67,6.63,1.0,16.7,40.0
681168,Luis Curvelo,2025-08-27,21,92.081,96.5,2332.19,68.933,0,0,6,0.646,0.316,3,9,3,1,3,2.02,0.81,6.61,1.0,33.3,0.0
681168,Luis Curvelo,2025-08-31,22,90.459,97.6,2320.41,76.14,0,2,10,0.2,0.14,1,11,2,0,6,2.11,0.43,6.6,2.0,9.1,20.0
681168,Luis Curvelo,2025-09-02,14,91.85,97.2,2342.43,77.9,0,0,4,0.441,0.136,1,5,1,0,2,1.94,0.57,6.57,0.67,20.0,0.0
681168,Luis Curvelo,2025-09-06,17,90.535,97.1,2360.29,75.529,0,1,7,0.61,0.432,3,13,1,0,2,2.18,0.38,6.62,0.67,23.1,14.3
681168,Luis Curvelo,2025-09-09,6,89.65,95.6,2351.17,39.6,0,0,1,0.013,0.011,0,1,0,0,1,2.16,0.57,6.42,0.33,0.0,0.0
681168,Luis Curvelo,2025-09-14,3,88.567,96.1,2193.67,110.1,1,1,1,0.949,1.885,1,2,0,0,0,2.42,0.01,6.63,0.0,50.0,100.0
681168,Luis Curvelo,2025-09-28,30,91.25,97.1,2264.47,79.345,2,3,11,0.244,0.381,4,15,1,0,3,2.06,0.4,6.6,1.0,26.7,27.3
683004,Jack Leiter,2025-03-28,82,94.105,99.0,2350.16,80.867,1,4,30,0.315,0.28,12,42,4,1,14,1.83,0.69,6.99,4.67,28.6,13.3
683004,Jack Leiter,2025-04-02,70,90.373,99.1,2411.61,78.9,1,1,19,0.223,0.155,9,32,6,0,15,2.53,-0.06,6.84,5.0,28.1,5.3
683004,Jack Leiter,2025-04-27,76,92.18,99.5,2235.05,84.008,0,6,26,0.345,0.362,3,30,3,4,10,2.09,0.44,6.65,3.33,10.0,23.1
683004,Jack Leiter,2025-05-02,89,91.752,99.7,2220.1,81.419,2,6,32,0.365,0.432,6,41,2,2,13,2.15,0.52,6.69,4.33,14.6,18.8
683004,Jack Leiter,2025-05-08,90,92.889,98.8,2345.22,82.944,2,7,32,0.296,0.373,6,41,3,4,16,1.87,0.43,6.87,5.33,14.6,21.9
683004,Jack Leiter,2025-05-13,89,92.469,99.7,2437.61,81.496,2,8,26,0.295,0.337,11,39,5,3,17,2.15,0.4,6.78,5.67,28.2,30.8
683004,Jack Leiter,2025-05-18,87,90.794,98.9,2491.21,85.694,1,8,32,0.3,0.302,9,44,4,2,20,2.4,0.14,6.74,6.67,20.5,25.0
683004,Jack Leiter,2025-05-24,94,92.639,98.7,2346.09,89.527,4,11,30,0.301,0.425,6,37,3,5,15,1.83,0.78,6.96,5.0,16.2,36.7
683004,Jack Leiter,2025-05-30,96,93.562,99.7,2309.27,82.582,1,9,33,0.317,0.312,8,43,6,2,16,1.86,0.64,6.8,5.33,18.6,27.3
683004,Jack Leiter,2025-06-05,80,91.644,99.0,2361.05,84.468,1,9,34,0.315,0.268,6,43,6,1,15,2.07,0.38,6.76,5.0,14.0,26.5
683004,Jack Leiter,2025-06-11,87,92.925,99.2,2288.03,88.224,2,7,25,0.358,0.44,9,38,2,4,9,1.99,0.51,6.84,3.0,23.7,28.0
683004,Jack Leiter,2025-06-17,94,92.143,99.4,2347.41,90.116,5,13,31,0.352,0.436,6,40,4,2,17,2.06,0.35,6.8,5.67,15.0,41.9
683004,Jack Leiter,2025-06-22,88,90.224,99.5,2344.17,86.007,0,6,27,0.339,0.317,13,44,2,2,12,2.43,0.19,6.93,4.0,29.5,22.2
683004,Jack Leiter,2025-06-29,88,92.383,99.1,2448.39,90.062,2,15,34,0.303,0.261,11,52,7,0,18,1.99,0.33,6.86,6.0,21.2,44.1
683004,Jack Leiter,2025-07-06,85,91.904,99.4,2249.54,84.079,2,6,28,0.472,0.402,11,46,5,2,11,2.03,0.57,6.8,3.67,23.9,21.4
683004,Jack Leiter,2025-07-11,87,93.576,99.7,2289.16,83.132,1,5,25,0.384,0.345,10,39,6,4,15,1.82,0.74,6.81,5.0,25.6,20.0
683004,Jack Leiter,2025-07-21,95,92.645,99.1,2144.42,81.193,2,7,30,0.286,0.337,8,39,7,4,18,1.9,0.85,6.94,6.0,20.5,23.3
683004,Jack Leiter,2025-07-27,100,92.979,99.3,2264.7,80.791,1,3,32,0.186,0.207,12,46,7,3,18,1.93,0.49,6.8,6.0,26.1,9.4
683004,Jack Leiter,2025-08-01,92,92.49,100.5,2362.17,82.364,0,7,28,0.244,0.253,17,47,7,3,13,2.11,0.47,6.82,4.33,36.2,25.0
683004,Jack Leiter,2025-08-06,68,91.518,99.2,2264.28,84.124,1,4,17,0.292,0.349,6,23,3,4,10,2.15,0.6,6.91,3.33,26.1,23.5
683004,Jack Leiter,2025-08-12,91,94.38,99.5,2293.22,84.171,4,11,28,0.313,0.436,12,42,3,2,15,1.61,0.69,6.81,5.0,28.6,39.3
683004,Jack Leiter,2025-08-18,81,91.815,99.0,2389.2,82.493,2,7,28,0.425,0.418,9,37,5,3,11,1.9,0.32,6.81,3.67,24.3,25.0
683004,Jack Leiter,2025-08-23,93,92.847,99.0,2275.4,82.634,0,6,29,0.242,0.161,9,44,10,0,21,1.9,0.53,6.63,7.0,20.5,20.7
683004,Jack Leiter,2025-08-29,97,91.914,99.1,2263.57,82.226,0,4,34,0.34,0.26,11,48,7,2,17,2.04,0.48,6.75,5.67,22.9,11.8
683004,Jack Leiter,2025-09-03,99,93.026,98.7,2229.46,84.052,0,8,29,0.296,0.24,13,43,8,3,16,1.84,0.57,6.82,5.33,30.2,27.6
683004,Jack Leiter,2025-09-09,89,92.403,97.9,2351.07,80.872,3,7,32,0.37,0.406,7,41,4,2,13,1.85,0.51,6.85,4.33,17.1,21.9
683004,Jack Leiter,2025-09-15,102,90.801,98.6,2310.25,82.367,2,12,43,0.284,0.323,5,50,4,1,20,2.25,0.36,6.67,6.67,10.0,27.9
683004,Jack Leiter,2025-09-20,94,92.132,98.4,2236.1,83.645,2,13,40,0.312,0.334,6,50,4,1,17,2.05,0.63,6.83,5.67,12.0,32.5
683004,Jack Leiter,2025-09-26,101,92.875,99.4,2307.89,82.152,2,9,29,0.318,0.266,14,48,10,1,21,1.97,0.49,6.99,7.0,29.2,31.0
687847,Marc Church,2025-03-28,11,94.573,98.5,2208.0,79.85,0,0,4,0.2,0.352,0,5,0,1,1,1.2,0.19,6.94,0.33,0.0,0.0
687847,Marc Church,2025-03-31,29,89.279,97.5,2066.66,85.783,1,2,6,0.223,0.35,4,10,2,2,4,2.23,0.03,6.81,1.33,40.0,33.3
687847,Marc Church,2025-04-06,27,92.396,98.8,2138.85,78.2,1,1,8,0.242,0.315,2,11,1,1,3,1.73,-0.0,6.74,1.0,18.2,12.5
687847,Marc Church,2025-04-08,22,90.382,97.8,2006.55,92.7,2,2,4,0.487,0.634,2,6,1,2,3,1.98,-0.09,6.79,1.0,33.3,50.0
687847,Marc Church,2025-04-11,10,92.87,97.8,2058.4,107.8,0,2,2,0.574,0.352,0,2,1,0,2,1.44,0.28,6.8,0.67,0.0,100.0
